sirket_adi,sektor,tip,resmi_ad,gercek_sektor,telefon,web,lat,lon
DEVLET HAVA MEYDANLARI İŞLETMESİ (DHMİ) GENEL MÜDÜRLÜĞÜ,Havacılık,Kamu,Devlet Hava Meydanları İşletmesi Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 204 20 00,http://dhmi.gov.tr/Sayfalar/Iletisim.aspx,39.940542,32.825913
DEVLET MALZEME OFİSİ GENEL MÜDÜRLÜĞÜ (DMO),Kamu,Kamu,Devlet Malzeme Ofisi Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 410 30 00,https://www.dmo.gov.tr/,39.917346,32.839239
DEVLET OPERA VE BALESİ GENEL MÜDÜRLÜĞÜ,Kültür ve Sanat,Kamu,Devlet Opera ve Balesi Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 229 76 25,Yok,39.92641,32.853383
DEVLET SU İŞLERİ GENEL MÜDÜRLÜĞÜ (DSİ),Su ve Kanalizasyon,Kamu,Devlet Su İşleri Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 454 54 54,Yok,39.911163,32.784562
DEVLET TİYATROLARI GENEL MÜDÜRLÜĞÜ,Kültür ve Sanat,Kamu,Devlet Tiyatroları Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 310 19 45,https://www.devtiyatro.gov.tr/DevletTiyatro/tr,39.938341,32.85314
DEVREK BELEDİYE BAŞKANLIĞI,İdari,Kamu,Devrek Belediyesi,"Belediyeler, Devlet Daireleri",+90 372 556 37 76,Yok,41.21872,31.956513
DEVREK KAYMAKAMLIĞI,Kamu,Kamu,Devrek Kaymakamlığı,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 372 556 10 11,Yok,41.219205,31.956605
DEVREK ORMAN İŞLETME MÜDÜRLÜĞÜ,Orman,Kamu,Devrek Orman İşletme Müdürlüğü,"Orman işleri, orman koruma",Yok,Yok,41.224677,31.96676
DEVREK SOSYAL GÜVENLİK MERKEZİ MÜDÜRLÜĞÜ,Sosyal Güvenlik,Kamu,Devrek Sosyal Güvenlik Merkezi,"Belediyeler, Devlet Daireleri, Sosyal yardım kuruluşları",+90 372 505 05 30,http://www.devrek.gov.tr/sosyal-guvenlik-merkez-mudurlugu,41.228603,31.964898
DEVREKANİ KAYMAKAMLIĞI,Kamu,Kamu,Devrekani Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 366 638 10 08,http://www.devrekani.gov.tr/,41.60194,33.84057
DEXPELL LOJİSTİK VE DIŞ TİCARET LTD. ŞTİ.,Lojistik ve Dış Ticaret,Özel,Dexpell Lojistik,Lojistik firmaları,+90 212 852 55 00,http://www.dexpell.com/,41.071452,28.967468
DEYTEK BİLİŞİM MÜHENDİSLİK SANAYİ VE TİCARET LTD. ŞTİ.,Bilişim,Özel,Samsung Destek Bilişim,"Telefon tamir servisi, Cep telefonu ve aksesuarları satış mağazaları, Elektrikli cihazların tamiri, Bilgisayar teknik servisleri",+90 216 540 00 00,http://shop.destekbilisim.com/,41.002101,29.194113
DHL SUPPLY CHAIN,Logistik ve Taşımacılık,Özel,DHL Supply Chain,Lojistik firmaları,444 00 40,http://www.dhl.com.tr/,41.030084,28.672331
DIGITAL VİZYON BİLİŞİM VE BİLGİSAYAR DANIŞMANLIK HİZMETLERİ TİC. LTD. ŞTİ.,Bilişim,Özel,,,,,0.0,
DIŞİŞLERİ BAKANLIĞI AVRUPA BİRLİĞİ BAŞKANLIĞI,Hükümet,Kamu,Dışişleri Bakanlığı Avrupa Birliği Başkanlığı,Devlet kurumları ve bakanlıklar,+90 312 218 13 00,http://ab.gov.tr/,39.910302,32.761306
DİAGNO BİYOTEKNOLOJİ SAN. VE TİC. LTD. ŞTİ.,Tıbbi Cihazlar,Özel,Diagno Biyoteknoloji,Sanayi kuruluşu,Yok,http://diagno.com.tr/,38.627498,27.371735
DİANA OTEL YATIRIMLARI VE İŞLETMECİLİĞİ A.Ş.,Turizm,Özel,,,,,0.0,
DİCLE BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Dicle Belediyesi,"Belediyeler, Devlet Daireleri",+90 412 561 20 20,http://www.dicle.bel.tr/,38.369309,40.070931
DİCLE KALKINMA AJANSI,Kalkınma Ajansı,Kamu,Dicle Kalkınma Ajansı,Devlet kurumları ve bakanlıklar,+90 482 212 11 07,Yok,37.321769,40.713652
DİCLE KAYMAKAMLIĞI,Kamu,Kamu,Dicle Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 412 561 20 10,http://www.dicle.gov.tr/,38.373183,40.072207
DİCLE ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Dicle Üniversitesi Rektörlük,"Dernekler, Birlikler, Vakıflar",+90 412 241 10 00,Yok,37.922907,40.260018
DİDİM BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Didim Belediyesi,"Belediyeler, Devlet Daireleri",+90 256 811 26 60,https://www.didim.bel.tr/iletisim,37.37777,27.270659
DİDİM MESLEKİ VE TEKNİK ANADOLU LİSESİ MÜDÜRLÜĞÜ,Eğitim,Kamu,Didim Mesleki Ve Teknik Anadolu Lisesi,"Lise, Fen lisesi, sosyal bilimler lisesi",+90 256 811 05 10,http://didimmtal.meb.k12.tr/,37.374738,27.277475
DİGOR KAYMAKAMLIĞI,Kamu,Kamu,Digor Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 474 311 20 01,http://digor.gov.tr/,40.37501,43.413858
DİĞER KURUM VE KURULUŞLAR,DİĞER KURUM VE KURULUŞLAR,Kamu,Vakıflar Genel Müdürlüğü,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 232 441 89 62,http://www.vgm.gov.tr/,41.027396,29.025823
DİJİTAL DENETİM SERBEST MUHASEBE MALİ MÜŞAVİRLİK LİMİTED ŞİRKETİ,Mali Danışmanlık,Özel,,,,,0.0,
DİKİLİ KAYMAKAMLIĞI,Kamu,Kamu,Dikili Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 232 671 40 05,http://dikili.gov.tr/,39.073107,26.888394
DİKMEN KAYMAKAMLIĞI,Kamu,Kamu,Dikmen Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 368 771 20 01,http://www.dikmen.gov.tr/,41.651487,35.268008
DİKMEN MAKİNA ÇELİK KONS. MÜH. SAN. VE TİC. A.Ş.,Makine ve Metal,Özel,,,,,0.0,
DİLEK HALI TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Tekstil,Özel,,,,,0.0,
DİLEK YARIMADASI-BÜYÜK MENDERES DELTASI MİLLİ PARK MÜDÜRLÜĞÜ,Kamu,Kamu,Dilek Yarım Adası Büyük Menderes Deltası Milli Parklar Müdürlüğü,Parklar ve ormanlar,+90 256 646 10 79,Yok,37.861652,27.260121
DİLER YATIRIM BANKASI A.Ş.,Finansal Hizmetler,Özel,Diler Yatırım Bankası A. S.,Banka,+90 212 253 66 30,https://www.dilerbank.com.tr/,41.107991,29.014205
DİLERNET TASARIM,Tasarım,Özel,Dilernet Reklam ve Tasarım,İnternet hizmet sağlayıcıları,+90 312 324 65 62,Yok,39.943419,32.847689
DİLOVASI BELEDİYE BAŞKANLIĞI,Kamu,Belediye,Dilovası Belediyesi,"Belediyeler, Devlet Daireleri",+90 262 754 88 88,Yok,40.78528,29.541282
DİLOVASI KAYMAKAMLIĞI,Kamu,Kamu,Dilovası Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 262 754 23 76,http://dilovasi.gov.tr/,40.796047,29.551503
DİMEDİS ASSOCIATED LABORATORIES A.Ş.,Tıbbi Laboratuvarlar,Özel,Dimedis Associated Laboratories,Tıbbi laboratuvarlar,+90 342 360 22 45,http://www.dimedislab.com/,37.038646,37.342651
DİNAMİK İŞ MAKİNALARI YED. PAR. VE BAK. TİC. LTD. ŞTİ.,Makine ve ekipman,Özel,,,,,0.0,
DİNAMO FUAR DANIŞMANLIK VE FUAR HİZMETLERİ,Fuar ve Fuarcılık Hizmetleri,Özel,,,,,0.0,
DİNAR MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,Dinar Meslek Yüksek Okulu,Üniversiteler,+90 272 218 32 00,Yok,38.069075,30.156537
DİNAR UYGULAMALI BİLİMLER YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,,,,,0.0,
DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,Hassas ve Özel Malzemeler,Özel,Ditaş Doğan Yedek Parça İmalat ve Teknik A.Ş.,"Otomobil fabrikaları, Sanayi kuruluşu, Otomobil parçaları imalatı",+90 388 232 41 00,Yok,37.976528,34.705354
DİVAN TURİZM GRUBU,Turizm,Özel,Divan Turizm İşletmeleri,Yönetim ofisi,+90 216 522 63 00,http://divan.com.tr/iletisim,41.004781,29.06986
DİVRİĞİ KAYMAKAMLIĞI,Kamu,Kamu,Divriği Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 346 418 10 01,Yok,39.370574,38.117711
DİVRİĞİ NURİ DEMİRAĞ MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,Divriği Nuri Demirdağ Meslek Yüksek Okulu,Üniversiteler,Yok,Yok,39.373383,38.118532
DİYADİN KAYMAKAMLIĞI,Kamu,Kamu,Diyadin Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 472 511 21 79,Yok,39.543467,43.669787
DİYARBAKIR AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmet,Kamu,"Diyarbakır Aile, Çalışma ve Sosyal Hizmetler İl Müdürlüğü","Belediyeler, Devlet Daireleri",+90 412 224 38 26,http://www.csgb.gov.tr/,37.909977,40.219785
DİYARBAKIR BÜYÜKŞEHİR BELEDİYE BAŞKANLIĞI,İdari,Kamu,Diyarbakır Büyükşehir Belediyesi,"Belediyeler, Devlet Daireleri",+90 412 229 48 80,Yok,37.91966,40.232332
"DİYARBAKIR ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,Kamu,Diyarbakır Çevre ve Şehircilik İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 412 237 14 07,https://diyarbakir.csb.gov.tr/,37.931004,40.203291
DİYARBAKIR GAP ULUSLARARASI TARIMSAL ARAŞTIRMA VE EĞİTİM MERKEZİ MÜDÜRLÜĞÜ,Tarım,Kamu,Gap Uluslararası Tarımsal Araştırma ve Eğitim Merkezi Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 412 326 13 24,http://arastirma.tarim.gov.tr/gaputaem,37.942153,40.257057
DİYARBAKIR GIDA KONTROL LABORATUVAR MÜDÜRLÜĞÜ,Kamu,Kamu,Diyarbakır Gıda Kontrol Laboratuar Müdürlüğü,"Belediyeler, Devlet Daireleri",Yok,Yok,37.909333,40.222179
DİYARBAKIR İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,İl Afet ve Acil Durum Müdürlüğü,Acil yardım hizmeti,+90 412 228 54 09,http://diyarbakir.afad.gov.tr/,37.945281,40.31211
DİYARBAKIR İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,Diyarbakır İl Milli Eğitim Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 412 322 21 00,Yok,37.908531,40.217265
DİYARBAKIR İL MÜFTÜLÜĞÜ,Hukuk,Kamu,Diyarbakır İl Müftülüğü,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 412 233 23 34,https://diyarbakir.diyanet.gov.tr/,37.912124,40.220696
DİYARBAKIR İL SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Diyarbakır İl Sağlık Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 412 223 72 30,https://diyarbakirism.saglik.gov.tr/,37.947385,40.199079
DİYARBAKIR İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,Diyarbakır İl Tarım ve Orman Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 412 223 60 55,https://diyarbakir.tarimorman.gov.tr/,37.916512,40.226243
DİYARBAKIR POLİSEVİ ŞUBE MÜDÜRLÜĞÜ,Kamu,Kamu,Diyarbakır Polis Evi,Yurtlar,+90 412 237 41 60,https://www.diyarbakir.pol.tr/diyarbakir-polisevi,37.932699,40.202869
DİYARBAKIR PTT BAŞMÜDÜRLÜĞÜ,Kamu,Özel,Ptt Diyarbakır Başmüdürlüğü - Posta Ve Telgraf Teşkilatı,"Postahane, PTT",Yok,Yok,37.913838,40.230065
DİYARBAKIR SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Diyarbakır Sosyal Güvenlik Kurumu İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 412 224 39 35,http://www.sgk.gov.tr/,37.921108,40.235378
DİYARBAKIR VALİLİĞİ,Kamu,Kamu,Diyarbakır Valiliği,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 412 280 20 00,Yok,37.91576,40.225365
DİYARBAKIR ZİRAİ MÜCADELE ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma,Kamu,Diyarbakır Zirai Mücadele Araştırma Enstitüsü,Bilim araştırma enstitüsü,+90 412 326 11 06,Yok,37.941627,40.257067
DİYETLİF,Tıbbi,Özel,Diyetlif,Özel muayenehaneler,+90 850 850 35 43,https://diyetlif.com.tr/iletisim/,40.199967,28.959158
DMT MODÜLER VE PREFABRİK YAPILAR İNŞ. SAN. VE TİC. A.Ş.,İnşaat,Özel,Dmt Modüler Yapi,Sanayi kuruluşu,+90 312 553 49 46,Yok,39.819935,32.393893
DODURGA BELEDİYE BAŞKANLIĞI (BİLECİK),İdari,Kamu,Dodurgabelde Belediyesi,"Belediyeler, Devlet Daireleri",+90 228 321 20 03,http://www.bilecikdodurga.bel.tr/cumhurbaskanligi-insan-kaynaklari-ofisi-staj-seferbirligi-projesi.html,39.804222,29.913829
DODURGA BELEDİYE BAŞKANLIĞI (ÇORUM),İdari,Kamu,Dodurga Belediyesi,"Belediyeler, Devlet Daireleri",+90 364 711 60 02,Yok,40.857826,34.811435
DOĞA KORUMA VE MİLLİ PARKLAR GENEL MÜDÜRLÜĞÜ,Doğal Kaynaklar ve Çevre,Kamu,Doğa Koruma ve Milli Parklar Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 207 50 00,https://www.tarimorman.gov.tr/dkmp,39.922216,32.800602
DOĞAN MAKİNA VE TRAKTÖR YEDEK PARÇA İMALATI VE İTHALAT İHRACAT PAZARLAMA VE TİCARET LTD. ŞTİ.,Endüstriyel Makine ve Ekipman,Özel,,,,,0.0,
DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,Medya,Özel,Doğan Holding,Otomobil servisi,+90 216 556 90 00,http://www.ddt.com.tr/,41.024105,29.048603
DOĞANŞAR KAYMAKAMLIĞI,İdari,Kamu,Doğanşar Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 346 881 21 61,http://www.dogansar.gov.tr/,40.212863,37.540606
DOĞANŞEHİR BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Doğanşehir Belediyesi,"Belediyeler, Devlet Daireleri",+90 422 517 10 79,http://www.dogansehir.bel.tr/,38.091787,37.875488
DOĞANŞEHİR KAYMAKAMLIĞI,İdari,Kamu,Doğanşehir Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 422 517 10 03,http://www.dogansehir.gov.tr/,38.091213,37.876773
DOĞANYOL KAYMAKAMLIĞI,Kamu,Kamu,Doğanyol Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 422 881 61 30,http://www.doganyol.gov.tr/,38.311249,39.037995
DOĞANYURT KAYMAKAMLIĞI,Kamu,Kamu,Doğanyurt Hükümet Konağı Doğanyurt Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 366 843 11 30,http://www.doganyurt.gov.tr/,42.004875,33.458102
DOĞASA İLAÇ GIDA KOZMETİK SANAYİ VE TİCARET LTD. ŞTİ.,İlaç Gıda Kozmetik,Özel,Doğadan İlaç Kozmetik Gıda Sanayi ve Dış Ticaret Limited Şirketi,İlaç firmaları,+90 216 540 61 90,https://www.dogadanilac.com.tr/,40.998317,29.149944
DOĞRU CAM BOYA İNŞAAT OTOMOTİV SAN. VE TİC. LTD. ŞTİ.,İnşaat,Özel,,,,,0.0,
DOĞU AKDENİZ KALKINMA AJANSI,Kalkınma Ajansı,Kamu,Doğu Akdeniz Kalkınma Ajansı,"Belediyeler, Devlet Daireleri",+90 326 606 00 01,http://www.dogaka.gov.tr/,37.012024,36.098597
DOĞU ANADOLU KALKINMA AJANSI GENEL SEKRETERLİĞİ,Kalkınma Ajansı,Kamu,Doğu Anadolu Kalkınma Ajansı,"Belediyeler, Devlet Daireleri",+90 432 215 65 55,Yok,38.497374,43.393932
DOĞU ANADOLU ORMANCILIK ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
DOĞU ANADOLU PROJESİ BÖLGE KALKINMA İDARESİ BAŞKANLIĞI,Kamu,Kamu,Dap Bölge Kalkınma İdaresi Başkanlığı Erzurum,Devlet kurumları ve bakanlıklar,+90 442 238 28 28,Yok,39.882047,41.228606
DOĞU ANADOLU TEMİZ HAVA MERKEZİ MÜDÜRLÜĞÜ,Çevre Koruma,Kamu,,,,,0.0,
DOĞU KARADENİZ KALKINMA AJANSI,Kalkınma Ajansı,Kamu,Doğu Karadeniz Kalkınma Ajansı,Devlet kurumları ve bakanlıklar,+90 462 321 36 52,http://www.doka.org.tr/,41.003127,39.730545
DOĞU KARADENİZ ORMANCILIK ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Kamu,Kamu,Doğu Karadeniz Ormancılık Araştırma Enstitüsü Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 462 230 59 90,Yok,40.998911,39.684278
DOĞU KARADENİZ PROJESİ BÖLGE KALKINMA İDARESİ BAŞKANLIĞI,Kamu,Kamu,Giresun Doğu Karadeniz Projesi Bölge Kalkınma İdaresi Başkanlığı,"Belediyeler, Devlet Daireleri",+90 454 361 52 41,Yok,40.949048,38.160655
DOĞU MARMARA KALKINMA AJANSI GENEL SEKRETERLİĞİ,Kalkınma Ajansı,Kamu,Doğu Marmara Kalkınma Ajansı,Devlet kurumları ve bakanlıklar,+90 533 433 15 47,http://www.marka.org.tr/,40.731597,31.607031
DOĞUBAYAZIT BELEDİYE BAŞKANLIĞI,Kamu,Kamu,,,,,0.0,
DOĞUBAYAZIT KAYMAKAMLIĞI,Kamu,Kamu,Doğubayazıt Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 472 312 60 03,http://dogubayazit.gov.tr/,39.547699,44.0819
DOĞUŞ BİLGİ İŞLEM VE TEKNOLOJİ HİZMETLERİ A.Ş.,Bilişim,Özel,Doğuş Teknoloji,Yazılım firmaları,+90 212 800 02 00,https://linktr.ee/dogusteknoloji,41.112877,29.02452
DOĞUŞ HOLDİNG A.Ş.,Finansal Hizmetler,Özel,Doğuş Holding,Yönetim ofisi,+90 212 335 32 32,http://www.dogusgrubu.com.tr/,41.11255,29.02459
DOĞUŞ İNŞAAT VE TİCARET A.Ş.,İnşaat,Özel,,,,,0.0,
DOĞUŞ OTEL İŞLETMECİLİK VE YÖNETİM HİZMETLERİ A.Ş.,Turizm,Özel,,,,,0.0,
DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,Otomotiv,Özel,Doğuş Otomotiv,Otomobil satış galerileri,+90 262 676 90 90,Yok,40.867156,29.396422
DOĞUŞ PERAKENDE SATIŞ GİYİM VE AKSESUAR TİCARET A.Ş.,Perakende,Özel,Doğuş Perakende Grubu,"Büyük mağazalar, Giyim mağazası",+90 212 800 30 00,https://dogusperakende.com.tr/,41.112557,29.024669
DOĞUŞ YAYIN GRUBU A.Ş.,Medya,Özel,Doğuş Yayın Grubu,Televizyon kanalları,+90 212 335 00 00,Yok,41.108747,29.017051
DOKTOR BİLİŞİM A.Ş.,Bilişim,Özel,,,,,0.0,
DOKUZ EYLÜL ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,9 Eylül Üniversitesi Rektörlüğü,Üniversiteler,+90 232 412 12 12,https://www.deu.edu.tr/,38.43072,27.136958
DOLPHİNER TEKSTİL ÜRÜNLERİ SANAYİ TİCARET A.Ş.,Tekstil,Özel,Dolphiner Tekstil Ürünleri Sanayi ve Ticaret Fabrika,Tekstil fabrikaları,+90 216 394 15 03,http://www.dolphiner.com/,40.88994,29.360407
DOMANİÇ KAYMAKAMLIĞI,Kamu,Kamu,Domaniç Hükümet Konağı,Devlet kurumları ve bakanlıklar,+90 274 661 30 22,http://www.domanic.gov.tr/,39.801552,29.612947
DORÇE PREFABRİK YAPI VE İNŞAAT SANAYİ TİCARET ANONİM ŞİRKETİ,İnşaat,Özel,Dorçe İnşaat,"İnşaat firmaları, Prefabrik binalar",+90 312 472 82 18,https://www.dorce.com.tr/,39.891476,32.828417
DOROANDME,Şirketin faaliyet alanı,Kamu veya Özel,Doroandme,"Giyim mağazası, Çocuk giyim mağazaları, Moda evleri",+90 850 802 96 00,http://www.doroandme.com/,41.053256,28.992497
DOSTCAM SAN. VE TİC. A.Ş.,Hizmet sektörü,Özel,Dost Cam,Cam atölye,+90 232 376 78 86,http://www.dostcam.com.tr/,38.491211,27.032148
DOUBLETREE BY HILTON HOTEL,Turizm,Özel,,,,,0.0,
DÖĞER BELEDİYE BAŞKANLIĞI,İdari,Kamu,Döğer Belediyesi,"Belediyeler, Devlet Daireleri",+90 272 277 20 02,http://www.ihsaniye.gov.tr/doger-belediyesi,39.125817,30.391791
DÖRT ES ORTAK SAĞLIK GÜVENLİK BİRİMİ EĞİTİM VE DANIŞMANLIK HİZMETLERİ,Sağlık,Kamu,,,,,0.0,
DÖRTAŞ GIDA A.Ş.,Gıda,Özel,,,,,0.0,
DÖRTDİVAN BELEDİYE BAŞKANLIĞI,İdari,Kamu,Dörtdivan Belediyesi,"Belediyeler, Devlet Daireleri",+90 374 331 41 59,http://www.dortdivan.bel.tr/,40.720599,32.063532
DÖRTDİVAN KAYMAKAMLIĞI,İdari,Kamu,Dörtdivan Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 374 331 45 03,http://www.dortdivan.gov.tr/,40.720681,32.063337
DÖRTYOL AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
DÖRTYOL ORMAN İŞLETME MÜDÜRLÜĞÜ,Orman İşletmeciliği,Kamu,Dörtyol Orman İşletme Müdürlüğü,"Belediyeler, Devlet Daireleri",Yok,Yok,36.827482,36.204003
DÖŞEMEALTI BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Döşemealtı Belediyesi,"Belediyeler, Devlet Daireleri",+90 242 421 30 55,Yok,37.025916,30.599536
DP WORLD YARIMCA LİMAN İŞLETMELERİ ANONİM ŞİRKETİ,Lojistik,Özel,Dp World Yarımca,"İskele, Liman, Gemicilik Firmaları",+90 262 316 11 00,http://dpworld.com/,40.768004,29.75684
DRAGOMEN YEMİNLİ TERCÜMANLIK LTD. ŞTİ.,Hizmet Sektörü,Özel,Dragomen Yeminli Tercümanlık Ltd,Tercüme büroları,+90 414 314 14 40,Yok,37.168877,38.810586
DRD HOTELS,Turizm,Özel,,,,,0.0,
DT İLETİŞİM HİZMETLERİ A.Ş.,Telekomünikasyon,Özel,,,,,0.0,
DUAÇINAR AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Bursa Duaçınarı Ağız Ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 224 360 52 19,https://duacinariadsm.saglik.gov.tr/,40.189724,29.091708
DULKADİROĞLU KAYMAKAMLIĞI,Kamu,Kamu,T.C. Dulkadiroğlu Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 344 221 11 24,http://dulkadiroglu.gov.tr/,37.586632,36.965224
DUMLUPINAR KAYMAKAMLIĞI,Kamu,Kamu,Dumlupınar Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 274 371 21 55,Yok,38.853505,29.977802
DURAĞAN BELEDİYE BAŞKANLIĞI,İdari,Kamu,Durağan Belediyesi,"Belediyeler, Devlet Daireleri",+90 368 416 10 09,http://www.duragan.bel.tr/,41.415841,35.057824
DURAĞAN KAYMAKAMLIĞI,İdari,Kamu,Durağan Kaymakamlığı,Ortaokul,+90 368 416 10 01,http://www.duragan.gov.tr/,41.416914,35.052083
DURAN DOĞAN BASIM VE AMBALAJ SAN. A.Ş.,Basım ve Ambalaj,Özel,Duran Doğan Basım ve Ambalaj,Baskı hizmetleri,+90 212 771 46 06,http://www.ddpack.com.tr/,41.142101,28.641157
DURSUNBEY KAYMAKAMLIĞI,Kamu,Kamu,Dursunbey Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 266 662 68 00,Yok,39.582271,28.628118
DUYGU VAR HUKUK BÜROSU,Hukuk,Özel,Duygu,"Hukuk büroları, Avukatlar",+90 232 422 45 50,Yok,38.436009,27.140847
DÜĞÜN.COM,Eğlence ve Turizm,Özel,Düğün.com,Etkinlik organizasyonu,+90 212 293 74 17,http://www.dugun.com/,41.027052,28.975755
DÜNDARLAR MAKİNA,Makina Sanayi,Özel,Dündarlar Makina San ve Ticaret Ltd. Şti.,"Tarım makineleri, ekipmanlar, Sanayi ekipmanları firmaları",+90 222 236 16 30,https://toscano.com.tr/en/contact/,39.759561,30.68317
DÜNYAGÖZ HASTANESİ,Sağlık,Kamu,Dünyagöz Hastanesi,Göz sağlığı merkezleri,444 44 69,https://www.dunyagoz.com/tr/,41.082325,29.036856
DÜZAĞAÇ BELEDİYE BAŞKANLIĞI,Kamu,Kamu,Düzağaç Belediyesi,"Belediyeler, Devlet Daireleri",+90 272 314 30 01,https://duzagac.bel.tr/,38.79739,30.164289
DÜZCE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Düzce Ağız ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 380 514 12 42,Yok,40.841678,31.136325
DÜZCE AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmet,Kamu,Düzce Aile ve Sosyal Hizmetler İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 380 512 33 40,https://www.aile.tr/duzce/,40.845386,31.141546
DÜZCE AKÇAKOCA DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Düzce Akçakoca Devlet Hastanesi,Hastaneler,+90 380 611 40 05,Yok,41.086963,31.115109
DÜZCE ATATÜRK DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
DÜZCE BELEDİYE BAŞKANLIĞI,İdari,Kamu,Düzce Belediyesi,"Belediyeler, Devlet Daireleri",+90 380 524 58 21,Yok,40.838387,31.162241
"DÜZCE ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,İl Müdürlüğü,,,,,0.0,
DÜZCE İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,Afad Düzce,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 380 524 13 84,https://duzce.afad.gov.tr/,40.854202,31.223654
